证书编号,项目名称,建设单位,建设位置,核发日期
2019规自（石）建字0042号,北京市石景山区西黄村1606-642地块A33基础教育用地项目（幼儿园）,北京悦创房地产开发有限公司,石景山区西黄村,2019-11-15
2019规自（密）建字0022号,北京脑血管病医院连廊加建项目（）,北京脑血管病医院,密云区经济开发区水源路2号,2019-11-15
2019规自（门）建字0033号,北京市门头沟区永定镇MC00-0016-0055、0056、0066地块A334基础教育用地、F1住宅混合公建用地、F2公建混合住宅用地项目（5#酒店等2项）,北京瑜景房地产开发有限公司,门头沟区永定镇,2019-11-14
2019规自（门）建字0034号,北京市门头沟区永定镇MC00-0016-0055、0056、0066地块A334基础教育用地、F1住宅混合公建用地、F2公建混合住宅用地项目（1#住宅楼等10项）（1#住宅楼等10项）,北京瑜景房地产开发有限公司,门头沟区永定镇,2019-11-14
2019规自（平）建字0016号,2020北京平谷世界休闲大会主会场—智能公共交通金海湖站（公交枢纽）,北京市平谷区交通局,平谷区金海湖镇,2019-11-14
2019规自（石）建字0042号,北京市石景山区西黄村1606-642地块A33基础教育用地项目（幼儿园）,北京悦创房地产开发有限公司,石景山区西黄村,2019-11-14
2019规自（通）建字0119号,北京市通州区煤炭公司源创科技研发楼建设项目（研发楼）,北京市通州区煤炭公司,通州区 永顺镇,2019-11-14
2019规自（昌）建字0051号,昌平区沙河镇七里渠南北村QLQ-004地块综合性商业金融服务业项目（商业及商务办公）,时代好未来教育科技（北京）有限公司,昌平区沙河镇七里渠南北村,2019-11-14
2019规自（通）建字0118号,通州口岸（YZ00-0606-0014地块）F3其他类多功能用地项目（1#楼等15项）,北京北建通成国际物流有限公司,通州区马驹桥镇,2019-11-14
2019规（开）建字0063号,增建锅炉房项目（新建锅炉房）,北京悦康创展科技有限公司,亦庄开发区B8F1、B8M1地块,2019-11-13
2019规自（门）建字0033号,北京市门头沟区永定镇MC00-0016-0055、0056、0066地块A334基础教育用地、F1住宅混合公建用地、F2公建混合住宅用地项目（5#酒店等2项）,北京瑜景房地产开发有限公司,门头沟区永定镇,2019-11-13
2019规自（平）建字0016号,2020北京平谷世界休闲大会主会场—智能公共交通金海湖站（公交枢纽）,北京市平谷区交通局,平谷区金海湖镇,2019-11-13
2019规自（门）建字0034号,北京市门头沟区永定镇MC00-0016-0055、0056、0066地块A334基础教育用地、F1住宅混合公建用地、F2公建混合住宅用地项目（1#住宅楼等10项）（1#住宅楼等10项）,北京瑜景房地产开发有限公司,门头沟区永定镇,2019-11-13
2019规自（朝）建字0051号,北京电子城IT产业园电子工业厂房项目（B3厂房（高新技术产业用房））,北京电子城有限责任公司,朝阳区朝阳区酒仙桥,2019-11-12
2019规（开）建字0063号,增建锅炉房项目（新建锅炉房）,北京悦康创展科技有限公司,亦庄开发区B8M1地块,2019-11-12
2019规自（大）建字0039号,大兴区黄村七街安置房项目（1101地块、1103地块）二期（1101-10#住宅楼等14项）,北京城建房地产开发有限公司,大兴区,2019-11-11
2019规自（大）建字0038号,大兴区采育镇区01-0033地块C2综合性商业金融项目（酒店（地上部分）等3项）,北京兴创中和房地产开发有限公司,大兴区采育镇,2019-11-11
2019规自（大）建字0041号,大兴区采育镇区01-0049地块C2综合性商业金融项目（酒店（地上部分）等3项）,北京兴创中和房地产开发有限公司,大兴区大兴区采育镇,2019-11-11
2019规自（大）建字0040号,大兴区黄村七街安置房项目（1101地块、1103地块）三期（1101-1#住宅楼等13项）,北京城建房地产开发有限公司,大兴区,2019-11-11
2019规自（东）建字0041号,北京市东城区文化活动中心建设工程（文化活动中心建设工程许可变更）,北京市东城区文化和旅游局,东城区幸福大街28、30号,2019-11-11
2019规自（顺）建字0066号,北京智祥万通科技有限公司新建自动人脸识别系统设备研发生产基地项目（1#厂房等4项）,北京智祥万通科技有限公司,顺义区顺通路李家桥段13号,2019-11-11
2019规自（顺）建字0067号,综合保税区国际货运分拨中心项目（标准仓库A等4项）,北京天保宏远物流发展有限公司,顺义区天竺综合保税区功能二区内,2019-11-11
2019规自（通）建字0116号,北京市通州区潞城镇棚户区改造土地开发项目A区杨坨三号地安置房（北区）建设项目（7#住宅楼等11项）,北京城市副中心投资建设集团有限公司,通州区潞城镇,2019-11-08
2019规（开）建字0062号,汽车座椅及电子电器生产基地项目（新建消防水池等2项）,北京北汽李尔汽车系统有限公司,亦庄开发区路南区N5M3地块,2019-11-08
2019规自（通）建字0117号,通州区台湖镇YZ00-0405-0094等地块R2二类居住用地、YZ00-0405-0097地块A33基础教育用地项目幼儿园（幼儿园等2项）,北京万平立通房地产开发有限公司,通州区台湖镇,2019-11-08
2019规自（通）建字0115号,办公大楼等6项（库房）二期项目（1#库房等4项）,北京市宏利康生物技术有限公司,通州区永乐店镇工业区5号,2019-11-08
2019规自（密）建字0021号,35#住宅楼等7项,北京臻德兴云置业有限公司,密云区溪翁庄镇MY02-0201-6001地块,2019-11-08
2019规自（通）建字0113号,北京五中通州校区新建工程（1#楼（初中教学楼南楼）等18项）,北京市通州区教育委员会,通州区永顺镇,2019-11-08
2019规自（西）建字0070号,翻改建住房（1#）等3项,段学玲,西城区西砖胡同88号,2019-11-08
2019规自（通）建字0114号,北京环球影城主题公园配套建设（一期）项目（城市大道001#楼等9项）,北京首寰文化旅游投资有限公司、北京国际度假区有限公司,通州区文化旅游区内,2019-11-08
2019规自（顺）建字0066号,北京智祥万通科技有限公司新建自动人脸识别系统设备研发生产基地项目（1#厂房等4项）,北京智祥万通科技有限公司,顺义区顺通路李家桥段13号,2019-11-08
2019规自（顺）建字0067号,综合保税区国际货运分拨中心项目（标准仓库A等4项）,北京天保宏远物流发展有限公司,顺义区天竺综合保税区功能二区内,2019-11-08
2019规自（大）建字0038号,大兴区采育镇区01-0033地块C2综合性商业金融项目（酒店（地上部分）等3项）,北京兴创中和房地产开发有限公司,大兴区采育镇,2019-11-08
2019规自（东）建字0041号,北京市东城区文化活动中心建设工程（文化活动中心建设工程许可变更）,北京市东城区文化和旅游局,东城区幸福大街28、30号,2019-11-08
2019规自（大）建字0039号,大兴区黄村七街安置房项目（1101地块、1103地块）二期（1101-10#住宅楼等14项）,北京城建房地产开发有限公司,大兴区,2019-11-08
2019规自（大）建字0040号,大兴区黄村七街安置房项目（1101地块、1103地块）三期（1101-1#住宅楼等13项）,北京城建房地产开发有限公司,大兴区,2019-11-08
2019规自（大）建字0041号,大兴区采育镇区01-0049地块C2综合性商业金融项目（酒店（地上部分）等3项）,北京兴创中和房地产开发有限公司,大兴区大兴区采育镇,2019-11-08
2019规自（大）建字0037号,大兴区黄村七街安置房项目（1101地块、1103地块）一期（1103-2#住宅楼等14项）,北京城建房地产开发有限公司,大兴区黄村镇饮马井村,2019-11-07
2019规自（昌）建字0050号,昌平区沙河镇七里渠CP00-1600-0013地块规划幼儿园（幼儿园）,北京市昌平区教育委员会,昌平区沙河镇七里渠村,2019-11-07
2019规自（昌）建字0049号,昌平区沙河镇七里渠QLQ-003地块规划幼儿园（幼儿园）,北京市昌平区教育委员会,昌平区沙河镇,2019-11-07
2019规自（通）建字0112号,北京市通州区潞城镇棚户区改造土地开发项目BCD区召里地块安置房（通州新城0602街区定向安置房项目）（1#住宅楼等9项）,北京潞城建设开发有限公司,通州区潞城镇,2019-11-07
2019规自（昌）建字0036号,昌平区北七家镇009地块R2二类居住用地项目（1#住宅楼等19项）,北京未来科学城昌和置业有限公司,昌平区北七家镇,2019-11-07
2019规自（通）建字0116号,北京市通州区潞城镇棚户区改造土地开发项目A区杨坨三号地安置房（北区）建设项目（7#住宅楼等11项）,北京城市副中心投资建设集团有限公司,通州区潞城镇,2019-11-07
2019规自（西）建字0070号,翻改建住房（1#）等3项,段学玲,西城区西砖胡同88号,2019-11-07
2019规自（通）建字0117号,通州区台湖镇YZ00-0405-0094等地块R2二类居住用地、YZ00-0405-0097地块A33基础教育用地项目幼儿园（幼儿园等2项）,北京万平立通房地产开发有限公司,通州区台湖镇,2019-11-07
2019规自（通）建字0113号,北京五中通州校区新建工程（1#楼（初中教学楼南楼）等18项）,北京市通州区教育委员会,通州区永顺镇,2019-11-07
2019规自（密）建字0021号,35#住宅楼等7项,北京臻德兴云置业有限公司,密云区溪翁庄镇MY02-0201-6001地块,2019-11-07
2019规（开）建字0062号,汽车座椅及电子电器生产基地项目（新建消防水池等2项）,北京北汽李尔汽车系统有限公司,亦庄开发区路南区N5M3地块,2019-11-07
2019规自（通）建字0114号,北京环球影城主题公园配套建设（一期）项目（001#楼等9项）,北京首寰文化旅游投资有限公司、北京国际度假区有限公司,通州区文化旅游区内,2019-11-07
2019规自（通）建字0115号,办公大楼等6项（库房）二期项目（1#库房等4项）,北京市宏利康生物技术有限公司,通州区永乐店镇工业区5号,2019-11-07
2019规自（石）建字0041号,永定河南大荒水生态修复工程（外电源分界室）,北京市永定河休闲森林公园管理处,石景山区古城街道京原路55号,2019-11-06
2019规自（东）建字0040号,中国工商博物馆改建工程（主楼外立面装修）,中华全国工商业联合会,东城区北河沿大街93号,2019-11-06
2019规自（密）建字0020号,密云县溪翁庄镇京密引水渠调节池东侧A-02、B-02、B-03、B-04地块项目（云溪花园A-02地块住宅小区1#住宅楼等29项）,北京宁溪房地产开发有限责任公司,密云区溪翁庄镇,2019-11-06
2019规自（通）建字0112号,北京市通州区潞城镇棚户区改造土地开发项目BCD区召里地块安置房（通州新城0602街区定向安置房项目）（1#住宅楼等9项）,北京潞城建设开发有限公司,通州区潞城镇,2019-11-06
2019规自（大）建字0037号,大兴区黄村七街安置房项目（1101地块、1103地块）一期（1103-2#住宅楼等14项）,北京城建房地产开发有限公司,大兴区黄村镇饮马井村,2019-11-06
2019规自（昌）建字0050号,昌平区沙河镇七里渠CP00-1600-0013地块规划幼儿园（幼儿园）,北京市昌平区教育委员会,昌平区沙河镇七里渠村,2019-11-06
2019规自（昌）建字0049号,昌平区沙河镇七里渠QLQ-003地块规划幼儿园（幼儿园）,北京市昌平区教育委员会,昌平区沙河镇,2019-11-06
2019规自（顺）建字0065号,顺义区赵全营镇镇中心区E1-02、F3-01、F3-02等地块（配建限价商品房）（原板桥三期）项目（1#住宅楼等15项）,北京华垣盛兴置业有限公司,顺义区顺义区赵全营镇镇中心区,2019-11-05
2019规自（怀）建字0017号,多模态跨尺度生物医学成像设施项目（装置一医学成像楼等12项）,北京大学,怀柔区怀柔新城11街区，雁栖东六路,2019-11-05
2019规自（丰）建字0031号,北京市丰台区花乡白盆窑村BPY-L011地块R2二类居住用地项目（1#住宅楼等18项）,北京中铁诺德盛兴置业有限公司,丰台区花乡白盆窑村,2019-11-05
2019规自（昌）建字0048号,昌平区未来科学城第二小学新建项目（教学楼等7项）,北京市昌平区教育委员会,昌平区北七家,2019-11-05
