是否已注销,产权单位企业名称,登记编号,设备类型,生产厂家,产权单位统一社会信用代码
有效,北京北翔设备租赁有限公司,京FS-T69369,塔式起重机,中联重科股份有限公司,911101065751811138
有效,北京日兆嘉业机械设备租赁有限公司,京FS-T77717,塔式起重机,中联重科股份有限公司,91110111MA0059LU8J
有效,北京金博元建筑装饰工程有限公司,京FS-T74826,塔式起重机,徐州建机工程机械有限公司,91110106318216960H
有效,北京龙友设备租赁有限公司,京MT-S81506,施工升降机,大汉科技股份有限公司,911101096343243226
有效,北京金利怀环境卫生服务有限责任公司,京HR-S55245,施工升降机,北京九虹中工工程机械有限公司,91110116771594257K
有效,北京英儒伟业设备租赁有限公司,京DX-T54381,塔式起重机,徐州建机工程机械有限公司,9111010655684978X1
有效,北京国成伟业机械设备租赁有限公司,京HR-S81025,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京市第三建筑工程有限公司,京XC-T41511,塔式起重机,北京永茂建工机械制造有限公司,91110000101389748B
有效,北京乐亿联机械设备租赁有限公司,京FT-S55891,施工升降机,济南金源建工机械有限公司,91110106699623032N
有效,北京嘉诚兴旺建筑机械设备租赁有限公司,京PG-S60114,施工升降机,邢台新恒成机床有限公司,91110117560422340T
有效,北京天罡星机械设备租赁有限公司,京TZ-S79065,施工升降机,中联重科股份有限公司,91110112792139325U
有效,中建二局第三建筑工程有限公司,京FT-T54976,塔式起重机,廊坊中建机械有限公司,9111000063370987XW
有效,北京拓兴盛机械设备租赁有限公司,京SY-S65605,施工升降机,北京宏升卓越工程机械有限公司,911101136742855679
有效,北京荣基建筑机械设备租赁有限公司,京CP-T80194,塔式起重机,中联重科股份有限公司,91110114MA01EWF4XC
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S77972,施工升降机,北京宏升卓越工程机械有限公司,911101165636558952
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S67955,施工升降机,北京宏升卓越工程机械有限公司,911101066336408682
有效,北京创恒伟业建筑机械设备租赁有限公司,京FS-S68517,施工升降机,北京宏升卓越工程机械有限公司,911101116656498402
有效,北京鑫金建筑机械租赁有限公司,京SY-S77555,施工升降机,中联重科股份有限公司,91110105663114228C
有效,北京融祥通达设备租赁有限公司,京SY-S59986,施工升降机,北京汇鑫机械厂,911101135977336799
有效,北京中天建筑机械设备租赁有限公司,京CY-T79206,塔式起重机,中联重科股份有限公司,91110105700376332Y
有效,北京顺昌安泰建筑机械租赁有限公司,京FS-S71409,施工升降机,黄骅市昌达起重设备有限公司,91110106580836591K
有效,北京利升腾跃机械设备有限公司,京MT-T69554,塔式起重机,中联重科股份有限公司,911101090612552343
有效,北京宏达盛都商贸有限公司,京DX-S80666,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京鑫和安达工程机械有限公司,京HR-S69836,施工升降机,山东鲁塔建工机械有限公司,91110116575218393A
有效,北京达晟伟业建筑设备租赁有限公司,京TZ-S59992,施工升降机,黄骅市昌达起重设备有限公司,91110112067297785L
有效,北京德信安达建筑设备租赁有限公司,京FS-T63444,塔式起重机,北京永茂建工机械制造有限公司,91110111568940943Y
有效,北京庞源机械工程有限公司,京TZ-T61728,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京振豪宇安建筑机械租赁有限公司,京DX-T66419,塔式起重机,广西建工集团建筑机械制造有限责任公司,911101155548872057
有效,北京华兴泰和机械装备有限公司,京PG-T74024,塔式起重机,徐州建机工程机械有限公司,911101010592535129
有效,北京泰瑞祥达机电设备有限公司,京MT-S69292,施工升降机,徐州建机工程机械有限公司,9111010906730229X2
有效,北京安旺建筑设备租赁有限公司,京FS-S55844,施工升降机,北京汇鑫机械厂,91110111667536524P
有效,北京华东顺成机械设备租赁有限公司,京DX-S65016,施工升降机,廊坊中建机械有限公司,911101156963942036
有效,北京瑞麒铭建筑机械租赁有限责任公司,京CP-T74235,塔式起重机,徐州建机工程机械有限公司,911101148026600002
有效,北京国成伟业机械设备租赁有限公司,京HR-S54418,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京坤克鼎盛建筑机械租赁有限公司,京FS-T58713,塔式起重机,徐州建机工程机械有限公司,91110111MA01M6F777
有效,北京国成伟业机械设备租赁有限公司,京HR-S56319,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S81656,施工升降机,大汉科技股份有限公司,911101165636558952
有效,北京安答建筑设备有限公司,京HR-T65168,塔式起重机,徐州建机工程机械有限公司,91110116MA01B96M0D
有效,北京天罡星机械设备租赁有限公司,京TZ-S54053,施工升降机,中联重科股份有限公司,91110112792139325U
有效,北京金斗赟机械设备有限公司,京MT-S65874,施工升降机,北京宏升卓越工程机械有限公司,911101095977070592
有效,北京金山建筑机械厂,京HD-S57392,施工升降机,北京金山建筑机械厂,91110108700313788L
有效,北京国成伟业机械设备租赁有限公司,京HR-S58933,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京汇鑫机械厂,京DC-S61165,施工升降机,北京汇鑫机械厂,9111010110151393XX
有效,北京广玉高科新能源技术开发有限公司,京DX-T54020,塔式起重机,抚顺永茂建筑机械有限公司,91110115666260554J
有效,北京新鸿泰机械设备租赁有限公司,京HD-S79489,施工升降机,大汉科技股份有限公司,91110108102046931J
有效,北京庞源机械工程有限公司,京TZ-T71418,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京庞源机械工程有限公司,京TZ-S60217,施工升降机,中联重科股份有限公司,911101125568120205
有效,北京富邦建筑设备租赁有限公司,京HD-T50231,塔式起重机,广西建工集团建筑机械制造有限责任公司,91110108600407146L
有效,北京庞源机械工程有限公司,京TZ-T60941,塔式起重机,廊坊中建机械有限公司,911101125568120205
有效,中臻（北京）建设工程有限公司,京TZ-T61117,塔式起重机,廊坊中建机械有限公司,91110112MA01FFBM0A
有效,北京嘉禾建筑机械设备租赁有限公司,京FS-S71252,施工升降机,徐州建机工程机械有限公司,91110111MA01HBGA4U
有效,北京华东顺成机械设备租赁有限公司,京DX-W60172,物料提升机,山东鲁塔建工机械有限公司,911101156963942036
有效,中臻（北京）建设工程有限公司,京MT-T75574,塔式起重机,中联重科股份有限公司,91110112MA01FFBM0A
有效,北京宏达盛都商贸有限公司,京DX-S80694,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京顺达亨通机械租赁有限公司,京HR-S75841,施工升降机,北京宏升卓越工程机械有限公司,91110116697713480A
有效,北京永丰建筑机械设备租赁有限公司,京FS-S73253,施工升降机,湖北江汉建筑工程机械有限公司,91110111MA01NE191Q
有效,北京立新顺超机械施工有限公司,京SY-T65820,塔式起重机,徐州建机工程机械有限公司,91110113102561095H
有效,北京京能建设机械安装有限公司,京MT-T68759,塔式起重机,湖南三一塔式起重机械有限公司,91110109102316655Y
有效,北京富达建筑设备租赁有限公司,京HD-T81921,塔式起重机,中联重科股份有限公司,91110108793447506N
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S77591,施工升降机,北京汇鑫机械厂,911101066336408682
有效,北京瑞明建筑机械设备租赁有限公司,京TZ-T80789,塔式起重机,中联重科股份有限公司,91110112589143003H
有效,北京振豪宇安建筑机械租赁有限公司,京DX-T57774,塔式起重机,湖南三一塔式起重机械有限公司,911101155548872057
有效,北京日兆嘉业机械设备租赁有限公司,京FS-S68217,施工升降机,河南省川达建筑机械有限公司,91110111MA0059LU8J
有效,北京宏达盛都商贸有限公司,京DX-S78783,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京金运恒业机械建材有限公司,京HR-T50498,塔式起重机,徐州建机工程机械有限公司,91110116699610696D
有效,北京鑫泽益商贸有限公司,京HR-S62732,施工升降机,邢台新恒成机床有限公司,91110116097947574G
有效,北京悫信建功建筑机械有限公司,京XC-S68809,施工升降机,北京汇鑫机械厂,9111010271779096X8
有效,北京国泰浩安机械设备有限公司,京SY-T75337,塔式起重机,江西中天智能装备股份有限公司,91110113675099918K
有效,北京姚永乐设备安装有限公司,京FS-S69823,施工升降机,大汉科技股份有限公司,91110111664621109J
有效,北京宏瑞顺达建筑装饰工程有限公司,京HR-T63780,塔式起重机,中联重科股份有限公司,9111011659969057XF
有效,北京永清亮发建筑设备租赁有限公司,京PG-S79393,施工升降机,大汉科技股份有限公司,9111011759234181X6
有效,北京盛轩机械租赁有限公司,京DX-T62346,塔式起重机,四川中兴机械制造有限公司,91110115MA01XU9H6U
有效,北京庞源机械工程有限公司,京TZ-T77368,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京庞源机械工程有限公司,京TZ-T76008,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京金山建筑机械厂,京HD-S61591,施工升降机,北京金山建筑机械厂,91110108700313788L
有效,北京富帮机械工程有限公司,京FS-T77488,塔式起重机,中联重科股份有限公司,91110111MA01NP5X3B
有效,建中福安(北京）建设工程有限公司,京FS-T64455,塔式起重机,江西中天智能装备股份有限公司,91110111MA01TRGG2N
有效,北京中塔建筑机械设备租赁有限公司,京CP-T54510,塔式起重机,长沙中联重工科技发展股份有限公司,9111011474752745XL
有效,北京城建集团有限责任公司,京HD-T48511,塔式起重机,沈阳三洋建筑机械有限公司,91110000101909934T
有效,北京佳华同创机械设备租赁有限公司,京HR-S75818,施工升降机,大汉科技股份有限公司,91110112579029098H
有效,北京佳华同创机械设备租赁有限公司,京HR-S65527,施工升降机,黄骅市昌达起重设备有限公司,91110112579029098H
有效,北京国泰君安建筑机械设备租赁有限公司,京SY-T61699,塔式起重机,北京永茂建工机械制造有限公司,91110113327293423J
有效,北京天通伟业工程机械租赁有限公司,京MT-S74516,施工升降机,北京九虹中工工程机械有限公司,911101146892432478
有效,北京天宇伟业建筑装饰工程有限公司,京HR-T81639,塔式起重机,徐州建机工程机械有限公司,911101165636558952
有效,北京厚德伟业建筑机械租赁有限公司,京HR-T63535,塔式起重机,中联重科股份有限公司,91110116MA00GQ961J
有效,北京旭申伟业建筑机械设备租赁有限公司,京SY-S57213,施工升降机,北京九虹中工工程机械有限公司,911101136646372740
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S54320,施工升降机,北京宏升卓越工程机械有限公司,911101066336408682
有效,北京中达创源机械设备有限公司,京FS-T73031,塔式起重机,徐州建机工程机械有限公司,91110111MA01M07N08
有效,北京久尚昌盛建筑机械租赁有限公司,京FS-S73458,施工升降机,北京宏升卓越工程机械有限公司,91110111306403881H
有效,北京沂鑫建筑机械租赁有限公司,京PG-T75211,塔式起重机,徐州建机工程机械有限公司,91110117700065817E
有效,北京恒安塔业建筑机械租赁有限公司,京TZ-T68776,塔式起重机,抚顺永茂建筑机械有限公司,911101125694915454
有效,北京庞源机械工程有限公司,京TZ-S68014,施工升降机,大汉科技股份有限公司,911101125568120205
有效,北京久尚昌盛建筑机械租赁有限公司,京FS-S73880,施工升降机,北京宏升卓越工程机械有限公司,91110111306403881H
有效,北京金水圆机械设备租赁有限公司,京FS-T79874,塔式起重机,中联重科股份有限公司,91110111776381445U
有效,北京立新顺超机械施工有限公司,京SY-T65835,塔式起重机,徐州建机工程机械有限公司,91110113102561095H
有效,北京庞源机械工程有限公司,京TZ-S60888,施工升降机,南京高立工程机械有限公司,911101125568120205
有效,北京均佳机械设备租赁有限公司,京CP-T65020,塔式起重机,四川.自贡天成工程机械有限公司,9111011467662434XF
有效,北京达晟伟业建筑设备租赁有限公司,京TZ-S68987,施工升降机,黄骅市昌达起重设备有限公司,91110112067297785L
有效,北京永宁机械设备租赁有限公司,京CY-T54362,塔式起重机,中联重科股份有限公司,911101057521993072
有效,北京荣兴振华机械设备租赁有限公司,京HR-S59437,施工升降机,北京宏升卓越工程机械有限公司,91110116082838850Y
有效,北京景州伟业机械设备租赁有限公司,京FS-S81527,施工升降机,中联重科建筑起重机械有限责任公司,91110111MA0186577R
